"","edgeuid","total_hikers"
"25868",153688006,15
"25869",153688007,25
"25870",153688008,50
"25871",153688011,25
"25872",153688022,10
"25873",153688025,10
"25874",153688028,10
"25875",153688030,5
"25876",153688034,10
"25877",153688039,10
"25878",153688085,10
"25879",153688087,5
"25880",153688088,5
"25881",153688089,5
"25882",153688090,10
"25883",153688093,10
"25884",153688095,10
"25885",153688096,10
"25886",153688099,10
"25887",153688100,10
"25888",153688101,10
"25889",153688102,10
"25890",153688118,15
"25891",153688120,15
"25892",153688121,15
"25893",153688128,15
"25894",153688129,15
"25895",153688130,15
"25896",153688144,15
"25897",153688145,15
"25898",153688146,15
"25899",153688150,105
"25900",153688151,65
"25901",153688154,10
"25902",153688155,10
"25903",153688162,10
"25904",153688164,10
"25905",153688167,10
"25906",153688173,10
"25907",153688182,30
"25908",153688185,30
"25909",153688186,35
"25910",153688187,10
"25911",153688188,30
"25912",153688194,10
"25913",153688196,10
"25914",153688197,10
"25915",153688199,10
"25916",153688205,10
"25917",153688206,10
"25918",153688209,15
"25919",153688210,15
"25920",153688211,15
"25921",153688212,10
"25922",153688213,15
"25923",153688214,20
"25924",153688220,15
"25925",153688221,15
"25926",153688225,10
"25927",153688228,15
"25928",153688229,10
"25929",153688230,10
"25930",153688235,10
"25931",153688236,10
"25932",153688237,5
"25933",153688239,45
"25934",153688243,20
"25935",153688244,20
"25936",153688245,5
"25937",153688246,20
"25938",153688247,10
"25939",153688248,25
"25940",153688249,15
"25941",153688251,5
"25942",153688253,10
"25943",153688259,50
"25944",153688260,15
"25945",153688261,25
"25946",153688262,50
"25947",153688264,25
"25948",153688265,50
"25949",153688266,5
"25950",153688267,50
"25951",153688268,45
"25952",153688274,15
"25953",153688275,15
"25954",153688276,15
"25955",153688277,15
"25956",153688279,15
"25957",153688296,5
"25958",153688305,20
"25959",153688310,20
"25960",153688313,20
"25961",153688314,5
"25962",153688315,5
"25963",153688316,5
"25964",153688318,5
"25965",153688326,10
"25966",153688327,10
"25967",153688328,10
"25968",153688330,10
"25969",153688331,10
"25970",153688332,20
"25971",153688334,10
"25972",153688335,10
"25973",153688338,35
"25974",153688340,10
"25975",153688342,10
"25976",153688343,25
"25977",153688344,35
"25978",153688346,15
"25979",153688347,150
"25980",153688348,95
"25981",153688350,20
"25982",153688353,20
"25983",153688354,20
"25984",153688356,25
"25985",153688357,25
"25986",153688359,20
"25987",153688360,20
"25988",153688362,20
"25989",153688364,20
"25990",153688365,20
"25991",153688366,20
"25992",153688396,25
"25993",153688398,25
"25994",153688400,15
"25995",153688401,15
"25996",153688402,15
"25997",153688404,15
"25998",153688406,20
"25999",153688420,15
"26000",153688421,15
"26001",153688422,15
"26002",153688457,35
"26003",153688458,35
"26004",153688459,35
"26005",153688460,5
"26006",153688461,25
"26007",153688464,5
"26008",153688465,25
"26009",153688467,35
"26010",153688468,35
"26011",153688470,35
"26012",153688474,30
"26013",153688481,5
"26014",153688482,20
"26015",153688483,10
"26016",153688484,25
"26017",153688486,20
"26018",153688489,55
"26019",153688490,45
"26020",153688493,30
"26021",153688494,60
"26022",153688499,10
"26023",153688500,50
"26024",153688502,80
"26025",153688503,80
"26026",153688504,20
"26027",153688505,30
"26028",153688506,10
"26029",153688507,5
"26030",153688508,80
"26031",153688509,65
"26032",153688510,85
"26033",153688511,30
"26034",153688512,165
"26035",153688515,5
"26036",153688517,5
"26037",153688518,5
"26038",153688519,15
"26039",153688520,10
"26040",153688521,20
"26041",153688522,10
"26042",153688523,15
"26043",153688525,20
"26044",153688526,20
"26045",153688529,15
"26046",153688530,25
"26047",153688532,10
"26048",153688536,5
"26049",153688537,5
"26050",153688540,5
"26051",153688541,5
"26052",153688542,5
"26053",153688543,15
"26054",153688546,15
"26055",153688548,15
"26056",153688549,15
"26057",153688551,10
"26058",153688559,5
"26059",153688562,30
"26060",153688564,30
"26061",153688565,5
"26062",153688566,5
"26063",153688570,5
"26064",153688581,10
"26065",153688582,10
"26066",153688584,10
"26067",153688586,10
"26068",153688591,10
"26069",153688592,10
"26070",153688597,20
"26071",153688598,5
"26072",153688599,30
"26073",153688600,15
"26074",153688601,10
"26075",153688602,20
"26076",153688604,5
"26077",153688606,35
"26078",153688607,30
"26079",153688608,30
"26080",153688609,10
"26081",153688612,30
"26082",153688613,20
"26083",153688614,30
"26084",153688617,30
"26085",153688689,5
"26086",153688690,5
"26087",153688692,5
"26088",153688693,10
"26089",153688695,10
"26090",153688696,15
"26091",153688698,15
"26092",153688700,10
"26093",153688705,15
"26094",153688707,15
"26095",153688711,10
"26096",153688712,20
"26097",153688713,10
"26098",153688715,25
"26099",153688716,20
"26100",153688717,5
"26101",153688718,15
"26102",153688719,10
"26103",153688723,30
"26104",153688727,45
"26105",153688728,10
"26106",153688730,20
"26107",153688731,30
"26108",153688732,5
"26109",153688734,5
"26110",153688735,10
"26111",153688736,5
"26112",153688738,5
"26113",153688739,5
"26114",153688740,5
"26115",153688741,15
"26116",153688742,5
"26117",153688743,15
"26118",153688744,15
"26119",153688745,15
"26120",153688749,15
"26121",153688750,10
"26122",153688751,40
"26123",153688752,50
"26124",153688753,25
"26125",153688754,15
"26126",153688755,15
"26127",153688756,15
"26128",153688757,20
"26129",153688758,30
"26130",153688762,5
"26131",153688763,5
"26132",153688765,5
"26133",153688770,5
"26134",153688771,5
"26135",153688773,5
"26136",153688774,5
"26137",153688778,15
"26138",153688779,130
"26139",153688780,165
"26140",153688781,15
"26141",153688782,135
"26142",153688783,150
"26143",153688785,145
"26144",153688786,140
"26145",153688790,35
"26146",153688791,75
"26147",153688792,10
"26148",153688793,90
"26149",153688794,10
"26150",153688798,10
"26151",153688800,10
"26152",153688805,60
"26153",153688806,25
"26154",153688807,50
"26155",153688808,75
"26156",153688809,90
"26157",153688810,70
"26158",153688811,110
"26159",153688812,180
"26160",153688813,5
"26161",153688814,185
"26162",153688815,170
"26163",153688816,50
"26164",153688817,115
"26165",153688818,180
"26166",153688820,20
"26167",153688821,35
"26168",153688822,15
"26169",153688823,35
"26170",153688824,50
"26171",153688825,60
"26172",153688826,5
"26173",153688827,5
"26174",153688828,5
"26175",153688829,40
"26176",153688830,60
"26177",153688832,5
"26178",153688839,5
"26179",153688840,5
"26180",153688841,15
"26181",153688842,10
"26182",153688844,5
"26183",153688847,5
"26184",153688848,5
"26185",153688851,5
"26186",153688853,5
"26187",153688855,15
"26188",153688856,15
"26189",153688861,5
"26190",153688863,5
"26191",153688864,5
"26192",153688865,5
"26193",153688866,20
"26194",153688867,5
"26195",153688869,5
"26196",153688870,5
"26197",153688871,5
"26198",153688872,20
"26199",153688873,10
"26200",153688874,25
"26201",153688875,15
"26202",153688876,25
"26203",153688877,10
"26204",153688878,10
"26205",153688880,20
"26206",153688881,40
"26207",153688882,10
"26208",153688884,5
"26209",153688885,5
"26210",153688886,20
"26211",153688887,20
"26212",153688888,40
"26213",153688890,15
"26214",153688891,35
"26215",153688892,20
"26216",153688896,25
"26217",153688897,20
"26218",153688904,5
"26219",153688908,5
"26220",153688909,15
"26221",153688911,20
"26222",153688912,25
"26223",153688913,35
"26224",153688915,45
"26225",153688916,50
"26226",153688918,55
"26227",153688919,10
"26228",153688920,20
"26229",153688921,55
"26230",153688922,35
"26231",153688923,30
"26232",153688924,130
"26233",153688925,120
"26234",153688928,5
"26235",153688930,5
"26236",153688933,5
"26237",153688934,10
"26238",153688935,10
"26239",153688936,10
"26240",153688937,30
"26241",153688938,10
"26242",153688939,35
"26243",153688940,35
"26244",153688942,10
"26245",153688943,10
"26246",153688944,35
"26247",153688954,10
"26248",153688955,5
"26249",153688956,10
"26250",153688963,30
"26251",153688964,15
"26252",153688966,15
"26253",153688967,30
"26254",153688968,30
"26255",153688970,30
"26256",153688971,5
"26257",153688972,25
"26258",153688973,20
"26259",153688977,20
"26260",153688978,20
"26261",153688979,5
"26262",153688981,15
"26263",153688982,10
"26264",153688983,10
"26265",153688984,25
"26266",153688985,5
"26267",153688986,5
"26268",153688987,5
"26269",153688991,5
"26270",153688992,5
"26271",153688993,5
"26272",153688996,35
"26273",153688997,25
"26274",153688998,45
"26275",153688999,20
"26276",153689000,45
"26277",153689001,25
"26278",153689005,40
"26279",153689007,5
"26280",153689009,5
"26281",153689010,10
"26282",153689015,10
"26283",153689016,10
"26284",153689030,5
"26285",153689064,5
"26286",153689065,5
"26287",153689070,40
"26288",153689072,20
"26289",153689073,60
"26290",153689074,5
"26291",153689075,20
"26292",153689076,100
"26293",153689077,100
"26294",153689078,105
"26295",153689079,110
"26296",153689080,240
"26297",153689082,240
"26298",153689083,240
"26299",153689084,75
"26300",153689086,65
"26301",153689087,5
"26302",153689088,5
"26303",153689089,5
"26304",153689091,5
"26305",153689095,5
"26306",153689097,5
"26307",153689099,5
"26308",153689100,5
"26309",153689107,5
"26310",153689108,5
"26311",153689112,5
"26312",153689121,5
"26313",153689125,5
"26314",153689127,5
"26315",153689128,5
"26316",153689135,5
"26317",153689137,10
"26318",153689138,35
"26319",153689139,20
"26320",153689142,40
"26321",153689143,35
"26322",153689144,40
"26323",153689145,35
"26324",153689148,35
"26325",153689149,5
"26326",153689151,45
"26327",153689152,45
"26328",153689153,45
"26329",153689154,40
"26330",153689155,45
"26331",153689231,5
"26332",153689233,5
"26333",153689261,5
"26334",153689268,15
"26335",153689269,15
"26336",153689274,5
"26337",153689275,5
"26338",153689294,5
"26339",153689297,10
"26340",153689298,5
"26341",153689299,10
"26342",153689300,5
"26343",153689306,5
"26344",153689307,5
"26345",153689308,5
"26346",153689323,5
"26347",153689324,10
"26348",153689325,25
"26349",153689327,5
"26350",153689328,30
"26351",153689329,30
"26352",153689331,30
"26353",153689333,5
"26354",153689336,10
"26355",153689337,35
"26356",153689338,10
"26357",153689342,10
"26358",153689343,10
"26359",153689345,50
"26360",153689346,5
"26361",153689347,55
"26362",153689348,60
"26363",153689354,45
"26364",153689355,45
"26365",153689358,45
"26366",153689359,50
"26367",153689361,50
"26368",153689363,50
"26369",153689365,50
"26370",153689366,50
"26371",153689385,40
"26372",153689399,15
"26373",153689400,15
"26374",153689401,20
"26375",153689420,55
"26376",153689425,5
"26377",153689430,55
"26378",153689436,55
"26379",153689438,50
"26380",153689450,50
"26381",153689456,5
"26382",153689470,5
"26383",153689489,40
"26384",153689502,35
"26385",153689505,20
"26386",153689506,25
"26387",153689507,10
"26388",153689508,15
"26389",153689513,10
"26390",153689517,10
"26391",153689520,5
"26392",153689523,5
"26393",153689541,5
"26394",153689547,5
"26395",153689548,10
"26396",153689550,5
"26397",153689551,10
"26398",153689553,10
"26399",153689556,5
"26400",153689558,10
"26401",153689561,10
"26402",153689572,5
"26403",153689573,5
"26404",153689574,5
"26405",153689575,10
"26406",153689576,10
"26407",153689577,10
"26408",153689579,10
"26409",153689580,5
"26410",153689592,5
"26411",153689595,10
"26412",153689596,5
"26413",153689597,10
"26414",153689614,10
"26415",153689618,10
"26416",153689619,5
"26417",153689625,10
"26418",153689626,10
"26419",153689643,5
"26420",153689647,5
"26421",153689649,5
"26422",153689657,5
"26423",153689664,5
"26424",153689665,5
"26425",153689667,10
"26426",153689671,5
"26427",153689717,20
"26428",153689721,20
"26429",153689722,10
"26430",153689723,10
"26431",153689724,10
"26432",153689747,5
"26433",153689750,15
"26434",153689751,10
"26435",153689752,5
"26436",153689753,15
"26437",153689759,15
"26438",153689762,15
"26439",153689770,15
"26440",153689772,15
"26441",153689774,15
"26442",153689775,15
"26443",153689794,15
"26444",153689795,5
"26445",153689796,10
"26446",153689797,10
"26447",153689798,5
"26448",153689799,5
"26449",153689800,5
"26450",153689803,10
"26451",153689804,10
"26452",153689806,5
"26453",153689807,15
"26454",153689818,5
"26455",153689821,5
"26456",153689823,5
"26457",153689825,5
"26458",153689826,5
"26459",153689827,5
"26460",153689829,5
"26461",153689830,5
"26462",153689831,5
"26463",153689836,5
"26464",153689838,5
"26465",153689840,10
"26466",153689849,5
"26467",153689850,5
"26468",153689851,5
"26469",153689855,5
"26470",153689858,10
"26471",153689859,5
"26472",153689861,5
"26473",153689862,5
"26474",153689865,10
"26475",153689866,5
"26476",153689867,5
"26477",153689868,5
"26478",153689869,5
"26479",153689870,5
"26480",153689873,5
"26481",153689883,5
"26482",153689884,5
"26483",153689888,5
"26484",153689896,10
"26485",153689898,10
"26486",153689900,10
"26487",153689903,10
"26488",153689905,10
"26489",153689906,10
"26490",153689908,10
"26491",153689912,10
"26492",153689913,10
"26493",153689917,10
"26494",153689918,10
"26495",153689924,10
"26496",153689941,5
"26497",153689943,5
"26498",153689945,5
"26499",153689946,5
"26500",153689949,10
"26501",153689955,5
"26502",153689956,5
"26503",153689957,5
"26504",153689958,5
"26505",153689962,5
"26506",153689963,5
"26507",153689967,5
"26508",153689968,10
"26509",153689971,5
"26510",153689978,10
"26511",153689979,5
"26512",153689980,10
"26513",153689983,15
"26514",153689987,10
"26515",153689988,10
"26516",153689990,5
"26517",153689991,5
"26518",153689992,5
"26519",153689994,5
"26520",153689995,5
"26521",153689998,10
"26522",153689999,10
"26523",153690000,5
"26524",153690001,5
"26525",153690002,5
"26526",153690007,5
"26527",153690009,10
"26528",153690010,5
"26529",153690012,5
"26530",153690013,5
"26531",153690014,5
"26532",153690017,15
"26533",153690018,10
"26534",153690028,5
"26535",153690030,10
"26536",153690031,5
"26537",153690032,10
"26538",153690035,10
"26539",153690037,10
"26540",153690039,10
"26541",153690041,15
"26542",153690047,15
"26543",153690048,15
"26544",153690050,15
"26545",153690057,20
"26546",153690071,25
"26547",153690072,25
"26548",153690073,10
"26549",153690074,10
"26550",153690075,10
"26551",153690080,20
"26552",153690082,20
"26553",153690083,25
"26554",153690085,20
"26555",153690089,10
"26556",153690090,10
"26557",153690091,25
"26558",153690092,5
"26559",153690095,10
"26560",153690099,10
"26561",153690103,10
"26562",153690113,10
"26563",153690123,10
"26564",153690124,5
"26565",153690125,5
"26566",153690126,5
"26567",153690127,5
"26568",153690130,10
"26569",153690131,10
"26570",153690138,5
"26571",153690139,5
"26572",153690141,10
"26573",153690142,10
"26574",153690145,5
"26575",153690150,5
"26576",153690163,5
"26577",153690164,5
"26578",153690176,5
"26579",153690177,5
"26580",153690178,10
"26581",153690180,10
"26582",153690182,5
"26583",153690184,5
"26584",153690185,20
"26585",153690186,10
"26586",153690187,60
"26587",153690189,60
"26588",153690190,55
"26589",153690193,45
"26590",153690194,10
"26591",153690196,15
"26592",153690197,5
"26593",153690199,5
"26594",153690200,5
"26595",153690201,5
"26596",153690203,5
"26597",153690205,5
"26598",153690208,50
"26599",153690209,55
"26600",153690212,15
"26601",153690213,15
"26602",153690228,20
"26603",153690229,20
"26604",153690230,25
"26605",153690236,25
"26606",153690237,25
"26607",153690238,25
"26608",153690239,25
"26609",153690240,15
"26610",153690249,5
"26611",153690250,25
"26612",153690251,10
"26613",153690253,35
"26614",153690254,90
"26615",153690255,35
"26616",153690256,40
"26617",153690258,35
"26618",153690259,80
"26619",153690261,30
"26620",153690262,15
"26621",153690263,35
"26622",153690264,20
"26623",153690265,60
"26624",153690266,5
"26625",153690267,35
"26626",153690268,10
"26627",153690269,15
"26628",153690270,55
"26629",153690271,70
"26630",153690272,75
"26631",153690276,20
"26632",153690277,25
"26633",153690278,80
"26634",153690288,10
"26635",153690289,5
"26636",153690295,5
"26637",153690296,5
"26638",153690297,20
"26639",153690298,25
"26640",153690314,15
"26641",153690315,5
"26642",153690316,15
"26643",153690317,20
"26644",153690318,5
"26645",153690319,10
"26646",153690320,5
"26647",153690321,5
"26648",153690326,25
"26649",153690329,20
"26650",153690330,20
"26651",153690333,5
"26652",153690335,35
"26653",153690337,15
"26654",153690338,5
"26655",153690339,10
"26656",153690340,75
"26657",153690343,75
"26658",153690344,115
"26659",153690345,115
"26660",153690346,90
"26661",153690347,5
"26662",153690348,75
"26663",153690349,105
"26664",153690354,50
"26665",153690355,35
"26666",153690356,10
"26667",153690371,5
"26668",153690384,35
"26669",153690385,5
"26670",153690386,10
"26671",153690387,5
"26672",153690388,60
"26673",153690390,5
"26674",153690391,45
"26675",153690392,55
"26676",153690394,20
"26677",153690395,35
"26678",153690396,45
"26679",153690397,35
"26680",153690398,55
"26681",153690400,35
"26682",153690405,15
"26683",153690406,60
"26684",153690408,45
"26685",153690409,20
"26686",153690410,5
"26687",153690419,5
"26688",153690433,10
"26689",153690434,10
"26690",153690439,5
"26691",153690442,25
"26692",153690443,5
"26693",153690444,20
"26694",153690445,10
"26695",153690451,10
"26696",153690452,25
"26697",153690455,10
"26698",153690456,10
"26699",153690479,5
"26700",153690489,5
"26701",153690504,5
"26702",153690505,5
"26703",153690513,5
"26704",153690518,5
"26705",153690522,5
"26706",153690531,5
"26707",153690532,5
"26708",153690534,10
"26709",153690536,10
"26710",153690537,10
"26711",153690538,10
"26712",153690539,10
"26713",153690545,10
"26714",153690571,10
"26715",153690573,10
"26716",153690575,10
"26717",153690578,5
"26718",153690579,10
"26719",153690580,5
"26720",153690582,10
"26721",153690583,60
"26722",153690586,60
"26723",153690587,60
"26724",153690590,60
"26725",153690594,90
"26726",153690598,105
"26727",153690609,65
"26728",153690610,55
"26729",153690614,105
"26730",153690615,95
"26731",153690616,95
"26732",153690617,5
"26733",153690618,5
"26734",153690619,5
"26735",153690620,20
"26736",153690621,100
"26737",153690623,95
"26738",153690625,10
"26739",153690626,60
"26740",153690627,95
"26741",153690629,95
"26742",153690630,85
"26743",153690631,95
"26744",153690632,95
"26745",153690635,95
"26746",153690638,75
"26747",153690639,90
"26748",153690640,70
"26749",153690641,70
"26750",153690642,80
"26751",153690643,50
"26752",153690644,55
"26753",153690645,25
"26754",153690646,30
"26755",153690647,25
"26756",153690648,5
"26757",153690649,70
"26758",153690650,70
"26759",153690651,65
"26760",153690652,50
"26761",153690653,55
"26762",153690654,40
"26763",153690656,50
"26764",153690657,20
"26765",153690658,30
"26766",153690660,20
"26767",153690661,105
"26768",153690662,110
"26769",153690663,15
"26770",153690664,120
"26771",153690665,30
"26772",153690666,10
"26773",153690667,100
"26774",153690668,85
"26775",153690669,100
"26776",153690670,115
"26777",153690671,15
"26778",153690673,5
"26779",153690675,5
"26780",153690679,10
"26781",153690680,10
"26782",153690681,20
"26783",153690682,30
"26784",153690683,25
"26785",153690687,5
"26786",153690688,5
"26787",153690689,10
"26788",153690690,10
"26789",153690691,10
"26790",153690695,10
"26791",153690696,5
"26792",153690697,5
"26793",153690698,5
"26794",153690699,5
"26795",153690700,10
"26796",153690701,15
"26797",153690702,45
"26798",153690703,50
"26799",153690704,20
"26800",153690705,100
"26801",153690706,135
"26802",153690707,250
"26803",153690709,245
"26804",153690710,10
"26805",153690711,30
"26806",153690712,45
"26807",153690713,305
"26808",153690714,500
"26809",153690715,600
"26810",153690716,735
"26811",153690717,575
"26812",153690718,625
"26813",153690719,30
"26814",153690720,45
"26815",153690721,250
"26816",153690722,1845
"26817",153690723,25
"26818",153690724,5
"26819",153690726,2085
"26820",153690727,20
"26821",153690728,2085
"26822",153690729,2025
"26823",153690730,1735
"26824",153690731,15
"26825",153690733,10
"26826",153690736,10
"26827",153690738,20
"26828",153690739,20
"26829",153690741,10
"26830",153690742,10
"26831",153690744,15
"26832",153690745,25
"26833",153690747,5
"26834",153690751,5
"26835",153690752,5
"26836",153690755,5
"26837",153690759,5
"26838",153690761,10
"26839",153690764,10
"26840",153690795,10
"26841",153690797,5
"26842",153690806,5
"26843",153690808,5
"26844",153690809,5
"26845",153690815,15
"26846",153690822,15
"26847",153690836,5
"26848",153690848,5
"26849",153690850,5
"26850",153690851,10
"26851",153690852,10
"26852",153690855,5
"26853",153690857,10
"26854",153690859,10
"26855",153690860,10
"26856",153690861,10
"26857",153690867,10
"26858",153690868,5
"26859",153690875,5
"26860",153690876,5
"26861",153690878,10
"26862",153690879,5
"26863",153690883,5
"26864",153690884,50
"26865",153690885,40
"26866",153690886,15
"26867",153690887,10
"26868",153690888,20
"26869",153690890,20
"26870",153690891,15
"26871",153690892,10
"26872",153690893,20
"26873",153690894,20
"26874",153690895,30
"26875",153690896,5
"26876",153690899,5
"26877",153690900,5
"26878",153690902,10
"26879",153690903,30
"26880",153690905,20
"26881",153690906,20
"26882",153690908,20
"26883",153690911,10
"26884",153690912,10
"26885",153690914,10
"26886",153690915,10
"26887",153690916,10
"26888",153690925,25
"26889",153690929,5
"26890",153690942,30
"26891",153690963,10
"26892",153690964,10
"26893",153690967,10
"26894",153690969,10
"26895",153690970,10
"26896",153690986,10
"26897",153690988,10
"26898",153690989,10
"26899",153690990,40
"26900",153690991,40
"26901",153691007,35
"26902",153691012,20
"26903",153691052,215
"26904",153691055,140
"26905",153691056,200
"26906",153691057,205
"26907",153691058,140
"26908",153691059,25
"26909",153691060,15
"26910",153691061,5
"26911",153691063,205
"26912",153691068,190
"26913",153691069,20
"26914",153691070,210
"26915",153691071,210
"26916",153691075,15
"26917",153691076,10
"26918",153691078,20
"26919",153691090,10
"26920",153691093,15
"26921",153691094,10
"26922",153691099,15
"26923",153691100,20
"26924",153691106,10
"26925",153691107,10
"26926",153691108,15
"26927",153691109,20
"26928",153691110,15
"26929",153691111,20
"26930",153691114,15
"26931",153691115,5
"26932",153691117,5
"26933",153691119,45
"26934",153691122,50
"26935",153691141,10
"26936",153691144,10
"26937",153691145,5
"26938",153691146,5
"26939",153691147,5
"26940",153691160,5
"26941",153691161,90
"26942",153691162,15
"26943",153691163,85
"26944",153691164,10
"26945",153691165,10
"26946",153691167,5
"26947",153691172,10
"26948",153691173,10
"26949",153691175,10
"26950",153691176,10
"26951",153691184,60
"26952",153691185,50
"26953",153691193,10
"26954",153691205,10
"26955",153691206,10
"26956",153691211,30
"26957",153691214,30
"26958",153691219,15
"26959",153691223,20
"26960",153691224,20
"26961",153691228,30
"26962",153691229,30
"26963",153691231,25
"26964",153691232,25
"26965",153691234,30
"26966",153691237,30
"26967",153691238,25
"26968",153691241,30
"26969",153691243,30
"26970",153691244,10
"26971",153691245,20
"26972",153691246,10
"26973",153691248,5
"26974",153691249,35
"26975",153691250,5
"26976",153691251,55
"26977",153691253,35
"26978",153691254,5
"26979",153691255,5
"26980",153691256,15
"26981",153691257,35
"26982",153691258,40
"26983",153691259,40
"26984",153691267,40
"26985",153691269,5
"26986",153691270,5
"26987",153691275,5
"26988",153691280,10
"26989",153691283,40
"26990",153691289,10
"26991",153691291,10
"26992",153691306,5
"26993",153691308,15
"26994",153691309,40
"26995",153691310,50
"26996",153691311,50
"26997",153691312,100
"26998",153691313,60
"26999",153691316,35
"27000",153691318,10
"27001",153691319,10
"27002",153691320,10
"27003",153691321,5
"27004",153691322,10
"27005",153691323,135
"27006",153691324,35
"27007",153691329,5
"27008",153691330,140
"27009",153691331,145
"27010",153691334,30
"27011",153691335,30
"27012",153691337,10
"27013",153691338,15
"27014",153691341,5
"27015",153691342,10
"27016",153691344,10
"27017",153691345,10
"27018",153691349,10
"27019",153691350,5
"27020",153691351,5
"27021",153691352,20
"27022",153691354,5
"27023",153691355,20
"27024",153691360,10
"27025",153691365,20
"27026",153691366,5
"27027",153691367,20
"27028",153691368,5
"27029",153691370,5
"27030",153691372,5
"27031",153691374,35
"27032",153691375,20
"27033",153691377,230
"27034",153691378,35
"27035",153691379,25
"27036",153691383,10
"27037",153691384,10
"27038",153691388,60
"27039",153691389,70
"27040",153691391,65
"27041",153691392,15
"27042",153691393,50
"27043",153691394,255
"27044",153691395,225
"27045",153691396,225
"27046",153691397,5
"27047",153691398,215
"27048",153691399,230
"27049",153691400,50
"27050",153691401,65
"27051",153691402,25
"27052",153691403,35
"27053",153691405,65
"27054",153691406,235
"27055",153691408,255
"27056",153691410,30
"27057",153691411,65
"27058",153691412,60
"27059",153691413,230
"27060",153691415,30
"27061",153691416,240
"27062",153691417,20
"27063",153691418,315
"27064",153691419,25
"27065",153691420,5
"27066",153691421,20
"27067",153691422,120
"27068",153691423,25
"27069",153691424,285
"27070",153691425,290
"27071",153691426,35
"27072",153691431,5
"27073",153691433,5
"27074",153691434,5
"27075",153691439,125
"27076",153691441,285
"27077",153691442,160
"27078",153691443,45
"27079",153691444,210
"27080",153691448,245
"27081",153691449,90
"27082",153691450,110
"27083",153691461,40
"27084",153691464,145
"27085",153691466,140
"27086",153691469,25
"27087",153691471,5
"27088",153691474,145
"27089",153691476,120
"27090",153691479,5
"27091",153691480,5
"27092",153691482,10
"27093",153691483,5
"27094",153691484,30
"27095",153691485,25
"27096",153691486,5
"27097",153691487,5
"27098",153691488,30
"27099",153691492,185
"27100",153691493,175
"27101",153691495,5
"27102",153691496,5
"27103",153691497,5
"27104",153691498,165
"27105",153691501,5
"27106",153691502,30
"27107",153691505,25
"27108",153691506,15
"27109",153691507,160
"27110",153691508,20
"27111",153691509,15
"27112",153691510,160
"27113",153691511,5
"27114",153691512,165
"27115",153691514,220
"27116",153691515,70
"27117",153691517,5
"27118",153691520,45
"27119",153691521,230
"27120",153691522,195
"27121",153691523,105
"27122",153691524,95
"27123",153691525,135
"27124",153691526,15
"27125",153691527,15
"27126",153691528,115
"27127",153691529,160
"27128",153691533,10
"27129",153691535,115
"27130",153691537,10
"27131",153691538,5
"27132",153691539,5
"27133",153691540,10
"27134",153691541,5
"27135",153691542,85
"27136",153691543,115
"27137",153691545,140
"27138",153691546,45
"27139",153691547,80
"27140",153691548,90
"27141",153691549,20
"27142",153691551,230
"27143",153691555,40
"27144",153691557,15
"27145",153691558,35
"27146",153691561,235
"27147",153691563,235
"27148",153691565,15
"27149",153691566,10
"27150",153691567,225
"27151",153691569,135
"27152",153691570,10
"27153",153691572,10
"27154",153691578,210
"27155",153691579,215
"27156",153691581,210
"27157",153691589,40
"27158",153691590,130
"27159",153691591,170
"27160",153691592,170
"27161",153691593,130
"27162",153691596,40
"27163",153691597,40
"27164",153691599,180
"27165",153691603,190
"27166",153691605,195
"27167",153691606,15
"27168",153691608,20
"27169",153691609,25
"27170",153691610,30
"27171",153691611,30
"27172",153691613,25
"27173",153691615,25
"27174",153691618,120
"27175",153691620,125
"27176",153691623,20
"27177",153691625,120
"27178",153691626,125
"27179",153691628,125
"27180",153691630,125
"27181",153691635,120
"27182",153691636,5
"27183",153691637,110
"27184",153691638,5
"27185",153691639,5
"27186",153691643,120
"27187",153691645,125
"27188",153691646,5
"27189",153691650,5
"27190",153691654,5
"27191",153691656,5
"27192",153691657,5
"27193",153691660,130
"27194",153691662,5
"27195",153691663,5
"27196",153691664,5
"27197",153691666,5
"27198",153691667,5
"27199",153691671,210
"27200",153691673,200
"27201",153691682,5
"27202",153691684,5
"27203",153691692,5
"27204",153691693,5
"27205",153691697,5
"27206",153691719,5
"27207",153691720,5
"27208",153691721,5
"27209",153691722,5
"27210",153691723,5
"27211",153691730,25
"27212",153691735,25
"27213",153691736,5
"27214",153691737,5
"27215",153691741,5
"27216",153691745,5
"27217",153691755,5
"27218",153691761,5
"27219",153691765,5
"27220",153691769,5
"27221",153691770,5
"27222",153691818,125
"27223",153691821,160
"27224",153691822,150
"27225",153691824,5
"27226",153691825,5
"27227",153691828,130
"27228",153691829,155
"27229",153691830,10
"27230",153691831,120
"27231",153691832,20
"27232",153691834,15
"27233",153691835,40
"27234",153691836,5
"27235",153691838,125
"27236",153691840,5
"27237",153691841,115
"27238",153691842,10
"27239",153691843,125
"27240",153691844,75
"27241",153691846,40
"27242",153691847,10
"27243",153691848,35
"27244",153691864,20
"27245",153691865,30
"27246",153691875,5
"27247",153691876,5
"27248",153691877,5
"27249",153691896,5
"27250",153691898,5
"27251",153691904,5
"27252",153691905,25
"27253",153691920,5
"27254",153691921,5
"27255",153691922,5
"27256",153691923,5
"27257",153691942,5
"27258",153691943,5
"27259",153691944,5
"27260",153691945,5
"27261",153691975,5
"27262",153691976,5
"27263",153691977,5
"27264",153691991,10
"27265",153691993,10
