"","edgeuid","total_bikers"
"26706",153683144,125
"26707",153683145,115
"26708",153683148,105
"26709",153683149,75
"26710",153683151,165
"26711",153683164,5
"26712",153683166,5
"26713",153683167,5
"26714",153683169,30
"26715",153683170,270
"26716",153683171,5
"26717",153683172,25
"26718",153683173,10
"26719",153683174,10
"26720",153683175,50
"26721",153683176,5
"26722",153683177,50
"26723",153683180,10
"26724",153683181,10
"26725",153683184,40
"26726",153683185,100
"26727",153683186,40
"26728",153683187,40
"26729",153683190,145
"26730",153683191,155
"26731",153683192,135
"26732",153683193,70
"26733",153683194,70
"26734",153683195,65
"26735",153683196,70
"26736",153683197,10
"26737",153683198,60
"26738",153683199,10
"26739",153683201,10
"26740",153683204,10
"26741",153683205,10
"26742",153683206,40
"26743",153683207,20
"26744",153683208,20
"26745",153683216,10
"26746",153683217,5
"26747",153683218,10
"26748",153683220,20
"26749",153683230,105
"26750",153683233,5
"26751",153683234,5
"26752",153683238,5
"26753",153683239,5
"26754",153683240,5
"26755",153683241,5
"26756",153683242,5
"26757",153683244,5
"26758",153683247,5
"26759",153683248,5
"26760",153683249,15
"26761",153683251,15
"26762",153683254,5
"26763",153683255,5
"26764",153683257,5
"26765",153683258,15
"26766",153683259,5
"26767",153683260,10
"26768",153683283,30
"26769",153683287,30
"26770",153683290,30
"26771",153683293,325
"26772",153683294,5
"26773",153683296,5
"26774",153683300,5
"26775",153683301,25
"26776",153683306,25
"26777",153683307,25
"26778",153683309,265
"26779",153683310,915
"26780",153683311,25
"26781",153683312,15
"26782",153683313,15
"26783",153683314,250
"26784",153683315,930
"26785",153683318,160
"26786",153683320,215
"26787",153683324,10
"26788",153683326,10
"26789",153683327,210
"26790",153683328,245
"26791",153683329,20
"26792",153683331,5
"26793",153683332,20
"26794",153683335,10
"26795",153683336,10
"26796",153683337,10
"26797",153683338,10
"26798",153683342,235
"26799",153683343,220
"26800",153683344,315
"26801",153683345,345
"26802",153683346,260
"26803",153683347,355
"26804",153683348,50
"26805",153683350,50
"26806",153683351,20
"26807",153683352,25
"26808",153683354,45
"26809",153683355,5
"26810",153683357,5
"26811",153683359,5
"26812",153683363,10
"26813",153683364,15
"26814",153683365,15
"26815",153683366,15
"26816",153683368,5
"26817",153683369,5
"26818",153683371,50
"26819",153683372,5
"26820",153683373,50
"26821",153683374,5
"26822",153683378,5
"26823",153683380,5
"26824",153683381,5
"26825",153683382,45
"26826",153683383,40
"26827",153683384,40
"26828",153683385,35
"26829",153683388,15
"26830",153683390,25
"26831",153683391,25
"26832",153683394,315
"26833",153683395,315
"26834",153683396,310
"26835",153683397,900
"26836",153683398,20
"26837",153683399,10
"26838",153683400,1045
"26839",153683401,25
"26840",153683405,310
"26841",153683417,310
"26842",153683418,310
"26843",153683419,205
"26844",153683422,310
"26845",153683426,50
"26846",153683427,15
"26847",153683428,40
"26848",153683429,30
"26849",153683430,1105
"26850",153683431,20
"26851",153683432,20
"26852",153683433,15
"26853",153683434,5
"26854",153683436,30
"26855",153683437,5
"26856",153683438,20
"26857",153683439,10
"26858",153683440,10
"26859",153683441,10
"26860",153683445,1100
"26861",153683447,30
"26862",153683448,15
"26863",153683449,1105
"26864",153683450,730
"26865",153683451,1065
"26866",153683453,10
"26867",153683454,10
"26868",153683455,1055
"26869",153683457,20
"26870",153683458,10
"26871",153683461,10
"26872",153683462,20
"26873",153683463,10
"26874",153683464,10
"26875",153683468,5
"26876",153683469,5
"26877",153683471,5
"26878",153683472,5
"26879",153683474,10
"26880",153683475,5
"26881",153683476,5
"26882",153683478,5
"26883",153683479,5
"26884",153683481,30
"26885",153683483,1055
"26886",153683485,865
"26887",153683486,1060
"26888",153683489,5
"26889",153683492,5
"26890",153683500,380
"26891",153683502,10
"26892",153683503,10
"26893",153683504,5
"26894",153683505,10
"26895",153683513,10
"26896",153683514,10
"26897",153683515,10
"26898",153683516,45
"26899",153683518,360
"26900",153683519,330
"26901",153683522,325
"26902",153683524,35
"26903",153683525,325
"26904",153683528,5
"26905",153683530,5
"26906",153683532,40
"26907",153683533,5
"26908",153683535,115
"26909",153683536,15
"26910",153683538,90
"26911",153683540,80
"26912",153683541,90
"26913",153683543,120
"26914",153683549,10
"26915",153683550,230
"26916",153683551,150
"26917",153683553,85
"26918",153683554,15
"26919",153683555,5
"26920",153683556,145
"26921",153683557,145
"26922",153683558,85
"26923",153683560,85
"26924",153683562,5
"26925",153683563,20
"26926",153683564,20
"26927",153683565,20
"26928",153683566,10
"26929",153683567,45
"26930",153683568,35
"26931",153683569,20
"26932",153683573,5
"26933",153683574,5
"26934",153683575,45
"26935",153683576,30
"26936",153683577,10
"26937",153683580,5
"26938",153683581,5
"26939",153683583,10
"26940",153683585,5
"26941",153683588,5
"26942",153683589,5
"26943",153683595,5
"26944",153683596,10
"26945",153683597,10
"26946",153683599,45
"26947",153683601,15
"26948",153683602,30
"26949",153683603,10
"26950",153683604,45
"26951",153683605,25
"26952",153683607,65
"26953",153683608,20
"26954",153683612,50
"26955",153683614,55
"26956",153683615,60
"26957",153683617,55
"26958",153683618,30
"26959",153683619,305
"26960",153683620,190
"26961",153683621,5
"26962",153683622,160
"26963",153683623,15
"26964",153683624,5
"26965",153683625,5
"26966",153683627,145
"26967",153683628,5
"26968",153683630,5
"26969",153683632,5
"26970",153683633,95
"26971",153683634,5
"26972",153683635,5
"26973",153683637,5
"26974",153683639,100
"26975",153683641,110
"26976",153683642,5
"26977",153683643,80
"26978",153683644,10
"26979",153683647,5
"26980",153683649,5
"26981",153683650,5
"26982",153683651,5
"26983",153683653,5
"26984",153683654,5
"26985",153683655,5
"26986",153683657,10
"26987",153683658,10
"26988",153683659,135
"26989",153683660,10
"26990",153683661,135
"26991",153683662,80
"26992",153683665,120
"26993",153683667,15
"26994",153683670,5
"26995",153683671,5
"26996",153683673,5
"26997",153683676,140
"26998",153683678,150
"26999",153683679,15
"27000",153683680,40
"27001",153683681,2310
"27002",153683683,60
"27003",153683685,10
"27004",153683686,85
"27005",153683687,10
"27006",153683688,50
"27007",153683689,10
"27008",153683693,105
"27009",153683694,5
"27010",153683695,25
"27011",153683696,95
"27012",153683699,5
"27013",153683700,3165
"27014",153683701,2835
"27015",153683702,3000
"27016",153683707,5
"27017",153683709,95
"27018",153683710,5
"27019",153683714,105
"27020",153683717,10
"27021",153683719,5
"27022",153683721,110
"27023",153683722,5
"27024",153683723,5
"27025",153683724,95
"27026",153683725,15
"27027",153683726,2910
"27028",153683727,80
"27029",153683728,1905
"27030",153683729,2815
"27031",153683730,2010
"27032",153683731,1625
"27033",153683732,75
"27034",153683733,1845
"27035",153683734,2820
"27036",153683738,5
"27037",153683741,5
"27038",153683742,2655
"27039",153683743,5
"27040",153683747,15
"27041",153683748,2565
"27042",153683749,30
"27043",153683750,2285
"27044",153683751,15
"27045",153683753,15
"27046",153683754,10
"27047",153683756,20
"27048",153683762,15
"27049",153683763,5
"27050",153683769,50
"27051",153683770,50
"27052",153683771,135
"27053",153683776,220
"27054",153683778,5
"27055",153683780,225
"27056",153683785,10
"27057",153683786,5
"27058",153683788,10
"27059",153683789,10
"27060",153683790,190
"27061",153683791,185
"27062",153683792,110
"27063",153683793,20
"27064",153683794,115
"27065",153683796,150
"27066",153683797,135
"27067",153683803,130
"27068",153683805,125
"27069",153683807,115
"27070",153683808,10
"27071",153683809,5
"27072",153683814,5
"27073",153683815,5
"27074",153683817,5
"27075",153683818,5
"27076",153683827,115
"27077",153683828,100
"27078",153683832,115
"27079",153683833,100
"27080",153683834,5
"27081",153683836,115
"27082",153683838,150
"27083",153683839,150
"27084",153683844,5
"27085",153683849,5
"27086",153683853,5
"27087",153683854,5
"27088",153683857,10
"27089",153683859,3210
"27090",153683860,3170
"27091",153683861,5
"27092",153683864,3165
"27093",153683867,60
"27094",153683869,55
"27095",153683871,55
"27096",153683873,55
"27097",153683874,55
"27098",153683880,3155
"27099",153683881,3160
"27100",153683882,3140
"27101",153683883,5
"27102",153683884,3320
"27103",153683885,3115
"27104",153683887,3380
"27105",153683888,3370
"27106",153683892,125
"27107",153683895,95
"27108",153683899,55
"27109",153683900,55
"27110",153683902,45
"27111",153683905,45
"27112",153683906,55
"27113",153683907,10
"27114",153683908,265
"27115",153683909,295
"27116",153683915,30
"27117",153683917,50
"27118",153683918,5
"27119",153683919,5
"27120",153683920,5
"27121",153683921,35
"27122",153683922,60
"27123",153683923,30
"27124",153683925,70
"27125",153683926,65
"27126",153683930,60
"27127",153683939,35
"27128",153683940,5
"27129",153683941,50
"27130",153683944,5
"27131",153683945,5
"27132",153683948,30
"27133",153683950,40
"27134",153683951,40
"27135",153683952,40
"27136",153683955,90
"27137",153683956,10
"27138",153683957,70
"27139",153683958,80
"27140",153683959,10
"27141",153683960,85
"27142",153683961,10
"27143",153683962,35
"27144",153683963,45
"27145",153683966,10
"27146",153683967,100
"27147",153683968,5
"27148",153683970,70
"27149",153683972,70
"27150",153683973,65
"27151",153683977,50
"27152",153683978,1965
"27153",153683979,1985
"27154",153683980,1990
"27155",153683982,50
"27156",153683983,2020
"27157",153683986,1730
"27158",153683987,1970
"27159",153683993,1950
"27160",153683995,1895
"27161",153683996,1845
"27162",153683997,1830
"27163",153683998,1825
"27164",153683999,1840
"27165",153684001,40
"27166",153684002,50
"27167",153684004,50
"27168",153684006,50
"27169",153684008,940
"27170",153684010,560
"27171",153684011,795
"27172",153684012,795
"27173",153684013,30
"27174",153684018,800
"27175",153684020,800
"27176",153684023,630
"27177",153684024,810
"27178",153684034,1435
"27179",153684035,1845
"27180",153684036,1860
"27181",153684038,825
"27182",153684042,1895
"27183",153684044,1905
"27184",153684045,820
"27185",153684046,3430
"27186",153684049,5
"27187",153684051,100
"27188",153684052,65
"27189",153684053,100
"27190",153684054,65
"27191",153684056,5
"27192",153684058,75
"27193",153684060,5
"27194",153684061,10
"27195",153684068,70
"27196",153684090,10
"27197",153684092,10
"27198",153684094,5
"27199",153684100,145
"27200",153684101,145
"27201",153684103,80
"27202",153684104,140
"27203",153684105,105
"27204",153684106,85
"27205",153684114,40
"27206",153684115,3155
"27207",153684116,3420
"27208",153684117,3400
"27209",153684118,3410
"27210",153684120,3400
"27211",153684121,3375
"27212",153684123,55
"27213",153684126,3110
"27214",153684127,5
"27215",153684128,45
"27216",153684129,3130
"27217",153684130,3100
"27218",153684131,3245
"27219",153684132,95
"27220",153684137,30
"27221",153684140,20
"27222",153684142,10
"27223",153684154,20
"27224",153684165,20
"27225",153684166,20
"27226",153684169,20
"27227",153684174,20
"27228",153684183,15
"27229",153684187,15
"27230",153684188,15
"27231",153684192,15
"27232",153684193,5
"27233",153684200,165
"27234",153684201,170
"27235",153684202,170
"27236",153684204,160
"27237",153684205,160
"27238",153684206,15
"27239",153684207,5
"27240",153684210,165
"27241",153684211,165
"27242",153684212,170
"27243",153684213,5
"27244",153684214,160
"27245",153684215,20
"27246",153684216,20
"27247",153684220,10
"27248",153684222,15
"27249",153684223,5
"27250",153684224,5
"27251",153684225,170
"27252",153684227,15
"27253",153684229,135
"27254",153684230,20
"27255",153684231,720
"27256",153684234,640
"27257",153684235,515
"27258",153684236,35
"27259",153684237,15
"27260",153684238,40
"27261",153684239,30
"27262",153684240,5
"27263",153684241,720
"27264",153684242,5
"27265",153684243,700
"27266",153684244,5
"27267",153684245,5
"27268",153684246,70
"27269",153684247,2475
"27270",153684250,360
"27271",153684252,1165
"27272",153684253,85
"27273",153684254,685
"27274",153684255,10
"27275",153684256,65
"27276",153684257,15
"27277",153684258,60
"27278",153684259,20
"27279",153684260,20
"27280",153684261,30
"27281",153684263,3215
"27282",153684265,20
"27283",153684266,2645
"27284",153684267,2705
"27285",153684268,2690
"27286",153684269,3230
"27287",153684271,5
"27288",153684272,2515
"27289",153684274,75
"27290",153684275,55
"27291",153684276,65
"27292",153684277,55
"27293",153684278,5
"27294",153684288,5
"27295",153684289,25
"27296",153684290,30
"27297",153684293,30
"27298",153684294,55
"27299",153684295,30
"27300",153684297,125
"27301",153684298,125
"27302",153684300,160
"27303",153684301,5
"27304",153684302,165
"27305",153684303,225
"27306",153684304,225
"27307",153684305,160
"27308",153684306,225
"27309",153684307,135
"27310",153684309,20
"27311",153684310,125
"27312",153684314,200
"27313",153684339,5
"27314",153684340,10
"27315",153684372,10
"27316",153684429,160
"27317",153684430,175
"27318",153684431,180
"27319",153684434,10
"27320",153684436,10
"27321",153684437,10
"27322",153684453,15
"27323",153684454,15
"27324",153684456,15
"27325",153684457,15
"27326",153684461,15
"27327",153684463,15
"27328",153684469,190
"27329",153684471,190
"27330",153684474,185
"27331",153684480,175
"27332",153684482,40
"27333",153684483,185
"27334",153684490,20
"27335",153684491,20
"27336",153684493,20
"27337",153684495,15
"27338",153684497,10
"27339",153684527,150
"27340",153684528,5
"27341",153684529,70
"27342",153684530,145
"27343",153684531,140
"27344",153684532,40
"27345",153684533,30
"27346",153684537,20
"27347",153684545,145
"27348",153684549,130
"27349",153684553,135
"27350",153684554,5
"27351",153684560,135
"27352",153684561,10
"27353",153684562,135
"27354",153684563,110
"27355",153684565,85
"27356",153684566,85
"27357",153684568,100
"27358",153684569,95
"27359",153684571,880
"27360",153684575,885
"27361",153684576,850
"27362",153684578,880
"27363",153684579,880
"27364",153684582,870
"27365",153684585,10
"27366",153684593,5
"27367",153684594,10
"27368",153684596,10
"27369",153684597,10
"27370",153684598,10
"27371",153684599,10
"27372",153684600,10
"27373",153684601,10
"27374",153684605,10
"27375",153684611,10
"27376",153684623,5
"27377",153684624,10
"27378",153684625,5
"27379",153684626,5
"27380",153684628,5
"27381",153684629,10
"27382",153684630,10
"27383",153684633,95
"27384",153684634,100
"27385",153684635,115
"27386",153684636,100
"27387",153684637,10
"27388",153684639,90
"27389",153684640,50
"27390",153684641,85
"27391",153684642,5
"27392",153684644,75
"27393",153684645,70
"27394",153684648,30
"27395",153684649,75
"27396",153684654,65
"27397",153684656,50
"27398",153684657,70
"27399",153684658,65
"27400",153684667,55
"27401",153684669,70
"27402",153684670,75
"27403",153684672,75
"27404",153684674,75
"27405",153684676,310
"27406",153684677,300
"27407",153684680,345
"27408",153684681,340
"27409",153684683,335
"27410",153684684,340
"27411",153684687,10
"27412",153684688,10
"27413",153684689,10
"27414",153684691,10
"27415",153684692,15
"27416",153684695,5
"27417",153684696,15
"27418",153684697,15
"27419",153684701,945
"27420",153684702,1060
"27421",153684706,1055
"27422",153684708,1060
"27423",153684709,5
"27424",153684711,5
"27425",153684713,15
"27426",153684715,1065
"27427",153684716,1100
"27428",153684717,15
"27429",153684718,1105
"27430",153684726,145
"27431",153684727,5
"27432",153684728,150
"27433",153684731,5
"27434",153684733,150
"27435",153684734,145
"27436",153684737,145
"27437",153684739,145
"27438",153684740,140
"27439",153684742,140
"27440",153684749,10
"27441",153684755,10
"27442",153684756,10
"27443",153684757,10
"27444",153684758,10
"27445",153684766,135
"27446",153684768,130
"27447",153684769,140
"27448",153684771,140
"27449",153684772,15
"27450",153684773,140
"27451",153684774,990
"27452",153684777,1090
"27453",153684778,140
"27454",153684780,135
"27455",153684782,140
"27456",153684785,140
"27457",153684787,135
"27458",153684788,135
"27459",153684789,10
"27460",153684790,10
"27461",153684793,5
"27462",153684794,10
"27463",153684796,5
"27464",153684807,5
"27465",153684808,5
"27466",153684814,3340
"27467",153684817,3365
"27468",153684818,3350
"27469",153684828,3350
"27470",153684829,3350
"27471",153684830,3345
"27472",153684833,10
"27473",153684843,3295
"27474",153684846,3145
"27475",153684847,2670
"27476",153684848,3145
"27477",153684849,380
"27478",153684851,1560
"27479",153684856,1630
"27480",153684857,1620
"27481",153684858,25
"27482",153684859,640
"27483",153684861,5
"27484",153684862,5
"27485",153684863,1385
"27486",153684864,20
"27487",153684872,10
"27488",153684873,1200
"27489",153684874,40
"27490",153684875,5
"27491",153684877,5
"27492",153684878,35
"27493",153684879,75
"27494",153684880,15
"27495",153684881,1220
"27496",153684884,90
"27497",153684885,135
"27498",153684888,170
"27499",153684889,10
"27500",153684891,20
"27501",153684892,20
"27502",153684893,170
"27503",153684894,15
"27504",153684895,170
"27505",153684896,1330
"27506",153684897,330
"27507",153684898,470
"27508",153684899,30
"27509",153684900,40
"27510",153684901,770
"27511",153684902,890
"27512",153684903,360
"27513",153684904,395
"27514",153684905,385
"27515",153684906,20
"27516",153684907,275
"27517",153684908,705
"27518",153684909,305
"27519",153684910,195
"27520",153684911,25
"27521",153684912,455
"27522",153684913,2285
"27523",153684914,115
"27524",153684915,1630
"27525",153684916,35
"27526",153684917,840
"27527",153684918,1350
"27528",153684919,1355
"27529",153684920,1095
"27530",153684921,395
"27531",153684923,1385
"27532",153684924,795
"27533",153684925,5
"27534",153684926,1175
"27535",153684928,1340
"27536",153684929,1335
"27537",153684935,5
"27538",153684936,15
"27539",153684937,5
"27540",153684944,5
"27541",153684946,595
"27542",153684947,5
"27543",153684949,595
"27544",153684950,3905
"27545",153684951,10
"27546",153684953,10
"27547",153684954,10
"27548",153684955,10
"27549",153684956,10
"27550",153684959,15
"27551",153684961,15
"27552",153684962,15
"27553",153684970,590
"27554",153684971,20
"27555",153684972,600
"27556",153684976,700
"27557",153684977,615
"27558",153684978,3750
"27559",153684982,5
"27560",153684983,5
"27561",153685003,85
"27562",153685004,85
"27563",153685006,15
"27564",153685008,15
"27565",153685009,20
"27566",153685010,20
"27567",153685012,5
"27568",153685014,5
"27569",153685017,5
"27570",153685018,5
"27571",153685020,5
"27572",153685022,5
"27573",153685023,5
"27574",153685025,5
"27575",153685026,5
"27576",153685027,625
"27577",153685028,625
"27578",153685029,5
"27579",153685033,5
"27580",153685034,20
"27581",153685035,5
"27582",153685037,275
"27583",153685040,20
"27584",153685041,5
"27585",153685042,590
"27586",153685043,3950
"27587",153685046,590
"27588",153685050,595
"27589",153685051,590
"27590",153685057,270
"27591",153685062,275
"27592",153685063,275
"27593",153685069,275
"27594",153685073,275
"27595",153685075,275
"27596",153685078,30
"27597",153685081,130
"27598",153685083,135
"27599",153685084,115
"27600",153685085,130
"27601",153685086,120
"27602",153685087,110
"27603",153685091,20
"27604",153685092,135
"27605",153685093,135
"27606",153685104,135
"27607",153685116,135
"27608",153685118,135
"27609",153685119,595
"27610",153685120,240
"27611",153685121,4110
"27612",153685122,270
"27613",153685123,30
"27614",153685124,165
"27615",153685125,165
"27616",153685126,85
"27617",153685127,315
"27618",153685128,315
"27619",153685129,195
"27620",153685130,200
"27621",153685131,820
"27622",153685132,820
"27623",153685133,40
"27624",153685145,20
"27625",153685148,4250
"27626",153685149,4245
"27627",153685150,4225
"27628",153685152,20
"27629",153685155,4225
"27630",153685158,4215
"27631",153685159,4210
"27632",153685163,4210
"27633",153685164,4225
"27634",153685167,4220
"27635",153685180,60
"27636",153685181,95
"27637",153685182,10
"27638",153685183,10
"27639",153685185,10
"27640",153685189,10
"27641",153685191,10
"27642",153685192,10
"27643",153685225,70
"27644",153685226,70
"27645",153685229,70
"27646",153685230,85
"27647",153685231,5
"27648",153685232,10
"27649",153685233,80
"27650",153685234,45
"27651",153685236,25
"27652",153685238,15
"27653",153685240,15
"27654",153685241,30
"27655",153685245,25
"27656",153685261,10
"27657",153685262,5
"27658",153685263,10
"27659",153685264,10
"27660",153685265,5
"27661",153685266,5
"27662",153685276,10
"27663",153685278,10
"27664",153685297,15
"27665",153685300,5
"27666",153685302,10
"27667",153685305,10
"27668",153685309,10
"27669",153685310,10
"27670",153685314,10
"27671",153685318,10
"27672",153685320,10
"27673",153685322,10
"27674",153685323,10
"27675",153685331,10
"27676",153685334,10
"27677",153685336,10
"27678",153685343,10
"27679",153685344,10
"27680",153685355,10
"27681",153685376,10
"27682",153685384,10
"27683",153685399,15
"27684",153685400,15
"27685",153685401,15
"27686",153685402,15
"27687",153685404,15
"27688",153685407,10
"27689",153685408,10
"27690",153685409,10
"27691",153685410,10
"27692",153685412,10
"27693",153685413,15
"27694",153685414,15
"27695",153685415,15
"27696",153685416,5
"27697",153685418,10
"27698",153685420,5
"27699",153685423,5
"27700",153685424,5
"27701",153685427,5
"27702",153685430,5
"27703",153685432,5
"27704",153685437,5
"27705",153685438,5
"27706",153685441,5
"27707",153685445,5
"27708",153685449,5
"27709",153685451,5
"27710",153685456,20
"27711",153685457,10
"27712",153685459,5
"27713",153685469,5
"27714",153685470,5
"27715",153685471,5
"27716",153685472,5
"27717",153685474,5
"27718",153685475,10
"27719",153685481,5
"27720",153685503,5
"27721",153685599,80
"27722",153685603,5
"27723",153685604,85
"27724",153685605,60
"27725",153685607,100
"27726",153685610,5
"27727",153685611,5
"27728",153685612,5
"27729",153685613,95
"27730",153685615,95
"27731",153685616,90
"27732",153685617,100
"27733",153685630,105
"27734",153685686,10
"27735",153685687,5
"27736",153685689,5
"27737",153685698,5
"27738",153685699,10
"27739",153685700,10
"27740",153685702,10
"27741",153685706,10
"27742",153685708,10
"27743",153685713,5
"27744",153685714,5
"27745",153685715,5
"27746",153685721,15
"27747",153685748,15
"27748",153685749,15
"27749",153685751,15
"27750",153685760,10
"27751",153685762,10
"27752",153685765,5
"27753",153685767,5
"27754",153685769,10
"27755",153685771,5
"27756",153685772,5
"27757",153685789,5
"27758",153685798,5
"27759",153685800,5
"27760",153685804,5
"27761",153685805,5
"27762",153685806,5
"27763",153685939,10
"27764",153685948,10
"27765",153685951,10
"27766",153685955,10
"27767",153685956,10
"27768",153685966,10
"27769",153685970,10
"27770",153685972,10
"27771",153685973,10
"27772",153685981,10
"27773",153685984,10
"27774",153686019,5
"27775",153686021,5
"27776",153686024,5
"27777",153686025,5
"27778",153686026,5
"27779",153686035,5
"27780",153686051,5
"27781",153686052,5
"27782",153686053,5
"27783",153686058,5
"27784",153686060,5
"27785",153686063,5
"27786",153686065,5
"27787",153686067,5
"27788",153686069,5
"27789",153686070,5
"27790",153686072,5
"27791",153686081,5
"27792",153686083,5
"27793",153686084,5
"27794",153686085,5
"27795",153686087,5
"27796",153686089,5
"27797",153686092,10
"27798",153686093,20
"27799",153686095,15
"27800",153686096,15
"27801",153686101,20
"27802",153686102,10
"27803",153686103,10
"27804",153686104,10
"27805",153686105,15
"27806",153686112,5
"27807",153686113,5
"27808",153686115,5
"27809",153686127,15
"27810",153686149,5
"27811",153686164,10
"27812",153686165,5
"27813",153686169,10
"27814",153686172,5
"27815",153686173,10
"27816",153686174,10
"27817",153686176,10
"27818",153686177,10
"27819",153686178,10
"27820",153686181,10
"27821",153686182,140
"27822",153686203,90
"27823",153686205,95
"27824",153686208,15
"27825",153686210,15
"27826",153686211,15
"27827",153686212,15
"27828",153686214,15
"27829",153686218,15
"27830",153686221,5
"27831",153686222,10
"27832",153686223,5
"27833",153686227,110
"27834",153686230,15
"27835",153686231,15
"27836",153686233,5
"27837",153686234,25
"27838",153686235,5
"27839",153686236,95
"27840",153686238,95
"27841",153686239,60
"27842",153686241,60
"27843",153686242,105
"27844",153686243,105
"27845",153686244,100
"27846",153686245,105
"27847",153686248,95
"27848",153686249,35
"27849",153686255,95
"27850",153686256,95
"27851",153686257,90
"27852",153686258,90
"27853",153686259,115
"27854",153686261,110
"27855",153686262,85
"27856",153686264,10
"27857",153686265,10
"27858",153686267,75
"27859",153686268,85
"27860",153686270,100
"27861",153686277,35
"27862",153686283,35
"27863",153686284,40
"27864",153686285,40
"27865",153686286,45
"27866",153686287,335
"27867",153686289,20
"27868",153686292,5
"27869",153686293,115
"27870",153686295,5
"27871",153686297,5
"27872",153686298,5
"27873",153686300,5
"27874",153686304,5
"27875",153686305,5
"27876",153686310,115
"27877",153686312,115
"27878",153686326,10
"27879",153686327,30
"27880",153686328,15
"27881",153686329,120
"27882",153686330,105
"27883",153686331,115
"27884",153686333,3255
"27885",153686335,2000
"27886",153686336,3240
"27887",153686338,3235
"27888",153686340,30
"27889",153686341,520
"27890",153686342,2825
"27891",153686343,2820
"27892",153686344,2840
"27893",153686346,345
"27894",153686347,2995
"27895",153686348,35
"27896",153686358,335
"27897",153686372,5
"27898",153686374,5
"27899",153686403,10
"27900",153686405,10
"27901",153686409,10
"27902",153686410,15
"27903",153686412,15
"27904",153686413,15
"27905",153686416,75
"27906",153686417,50
"27907",153686424,40
"27908",153686426,45
"27909",153686428,45
"27910",153686435,35
"27911",153686436,40
"27912",153686438,40
"27913",153686439,35
"27914",153686443,25
"27915",153686444,25
"27916",153686445,20
"27917",153686446,10
"27918",153686454,5
"27919",153686455,5
"27920",153686460,5
"27921",153686466,10
"27922",153686467,10
"27923",153686468,15
"27924",153686469,20
"27925",153686472,15
"27926",153686473,15
"27927",153686474,15
"27928",153686476,35
"27929",153686478,35
"27930",153686479,35
"27931",153686482,35
"27932",153686487,35
"27933",153686488,1245
"27934",153686489,80
"27935",153686506,340
"27936",153686507,45
"27937",153686508,45
"27938",153686509,45
"27939",153686512,30
"27940",153686513,30
"27941",153686514,15
"27942",153686518,10
"27943",153686519,350
"27944",153686520,3240
"27945",153686521,390
"27946",153686522,30
"27947",153686523,330
"27948",153686524,3285
"27949",153686525,25
"27950",153686526,10
"27951",153686529,10
"27952",153686530,10
"27953",153686539,350
"27954",153686540,3095
"27955",153686542,3075
"27956",153686543,3055
"27957",153686545,75
"27958",153686547,120
"27959",153686554,345
"27960",153686555,30
"27961",153686556,3265
"27962",153686557,5
"27963",153686562,5
"27964",153686564,5
"27965",153686576,5
"27966",153686577,5
"27967",153686580,5
"27968",153686583,5
"27969",153686585,5
"27970",153686586,5
"27971",153686590,20
"27972",153686591,10
"27973",153686593,50
"27974",153686594,2930
"27975",153686595,20
"27976",153686596,20
"27977",153686597,20
"27978",153686599,3005
"27979",153686600,3020
"27980",153686603,60
"27981",153686604,3315
"27982",153686605,60
"27983",153686606,3055
"27984",153686607,30
"27985",153686608,30
"27986",153686613,50
"27987",153686615,3095
"27988",153686616,65
"27989",153686617,15
"27990",153686618,10
"27991",153686622,10
"27992",153686623,80
"27993",153686626,85
"27994",153686627,85
"27995",153686628,5
"27996",153686629,75
"27997",153686630,5
"27998",153686631,80
"27999",153686632,50
"28000",153686633,2890
"28001",153686634,105
"28002",153686636,90
"28003",153686637,90
"28004",153686638,45
"28005",153686639,3035
"28006",153686644,85
"28007",153686645,90
"28008",153686646,40
"28009",153686647,35
"28010",153686648,2820
"28011",153686649,2315
"28012",153686650,2280
"28013",153686676,135
"28014",153686677,135
"28015",153686679,150
"28016",153686682,150
"28017",153686684,140
"28018",153686685,140
"28019",153686687,130
"28020",153686688,130
"28021",153686693,130
"28022",153686695,125
"28023",153686696,100
"28024",153686706,125
"28025",153686710,110
"28026",153686711,115
"28027",153686712,145
"28028",153686714,145
"28029",153686717,10
"28030",153686721,730
"28031",153686722,820
"28032",153686727,4225
"28033",153686731,4245
"28034",153686732,4240
"28035",153686735,4245
"28036",153686736,4240
"28037",153686737,820
"28038",153686738,820
"28039",153686740,4240
"28040",153686741,4255
"28041",153686742,5
"28042",153686744,5
"28043",153686746,775
"28044",153686747,30
"28045",153686748,4285
"28046",153686750,780
"28047",153686752,780
"28048",153686753,770
"28049",153686754,770
"28050",153686758,10
"28051",153686762,115
"28052",153686763,840
"28053",153686764,5
"28054",153686765,4340
"28055",153686766,4170
"28056",153686768,20
"28057",153686772,5
"28058",153686773,5
"28059",153686774,5
"28060",153686778,5
"28061",153686779,5
"28062",153686781,5
"28063",153686792,5
"28064",153686793,5
"28065",153686802,5
"28066",153686804,5
"28067",153686805,5
"28068",153686815,5
"28069",153686819,5
"28070",153686822,5
"28071",153686824,5
"28072",153686825,10
"28073",153686826,5
"28074",153686828,5
"28075",153686831,800
"28076",153686834,5
"28077",153686835,4180
"28078",153686836,4240
"28079",153686837,4225
"28080",153686839,4235
"28081",153686840,4240
"28082",153686841,3895
"28083",153686842,800
"28084",153686843,800
"28085",153686846,4225
"28086",153686849,20
"28087",153686850,4215
