"","edgeuid","hour","total_trips"
"2871",153750952,18,20
"2872",153750952,19,10
"2873",153750952,NA,40
"2874",153750953,9,30
"2875",153750953,10,20
"2876",153750953,11,45
"2877",153750953,12,50
"2878",153750953,13,65
"2879",153750953,14,45
"2880",153750953,15,30
"2881",153750953,16,30
"2882",153750953,17,40
"2883",153750953,18,15
"2884",153750953,19,10
"2885",153750953,NA,40
"2886",153750954,9,30
"2887",153750954,10,20
"2888",153750954,11,45
"2889",153750954,12,45
"2890",153750954,13,60
"2891",153750954,14,45
"2892",153750954,15,30
"2893",153750954,16,30
"2894",153750954,17,40
"2895",153750954,18,15
"2896",153750954,19,10
"2897",153750954,NA,40
"2898",153750955,9,30
"2899",153750955,10,20
"2900",153750955,11,35
"2901",153750955,12,55
"2902",153750955,13,50
"2903",153750955,14,35
"2904",153750955,15,30
"2905",153750955,16,35
"2906",153750955,17,45
"2907",153750955,18,15
"2908",153750955,19,10
"2909",153750955,NA,40
"2910",153750956,12,5
"2911",153750956,13,5
"2912",153750956,15,10
"2913",153750956,18,5
"2914",153750957,9,30
"2915",153750957,10,45
"2916",153750957,11,50
"2917",153750957,12,50
"2918",153750957,13,70
"2919",153750957,14,55
"2920",153750957,15,55
"2921",153750957,16,25
"2922",153750957,17,55
"2923",153750957,18,15
"2924",153750957,19,10
"2925",153750957,NA,45
"2926",153750958,9,30
"2927",153750958,10,20
"2928",153750958,11,35
"2929",153750958,12,50
"2930",153750958,13,55
"2931",153750958,14,35
"2932",153750958,15,35
"2933",153750958,16,35
"2934",153750958,17,45
"2935",153750958,18,15
"2936",153750958,19,10
"2937",153750958,NA,40
"2938",153750959,12,5
"2939",153750959,13,5
"2940",153750959,15,10
"2941",153750959,18,5
"2942",153750960,12,5
"2943",153750960,13,5
"2944",153750960,15,10
"2945",153750960,18,5
"2946",153750962,10,15
"2947",153750962,11,5
"2948",153750962,12,5
"2949",153750962,13,5
"2950",153750962,17,5
"2951",153750962,18,15
"2952",153750998,10,5
"2953",153751094,13,5
"2954",153751094,14,5
"2955",153751094,16,5
"2956",153751147,5,5
"2957",153751147,15,5
"2958",153751156,14,5
"2959",153751156,NA,5
"2960",153751158,13,5
"2961",153751158,14,5
"2962",153751158,NA,5
"2963",153751181,5,5
"2964",153751181,6,20
"2965",153751181,7,30
"2966",153751181,8,15
"2967",153751181,9,65
"2968",153751181,10,160
"2969",153751181,11,275
"2970",153751181,12,280
"2971",153751181,13,335
"2972",153751181,14,330
"2973",153751181,15,300
"2974",153751181,16,300
"2975",153751181,17,325
"2976",153751181,18,260
"2977",153751181,19,115
"2978",153751181,20,15
"2979",153751181,21,10
"2980",153751181,NA,365
"2981",153751182,9,5
"2982",153751182,10,10
"2983",153751182,11,15
"2984",153751182,12,5
"2985",153751182,13,15
"2986",153751182,14,10
"2987",153751182,15,5
"2988",153751182,16,10
"2989",153751182,17,15
"2990",153751182,18,15
"2991",153751182,NA,5
"2992",153751188,5,5
"2993",153751188,6,25
"2994",153751188,7,30
"2995",153751188,8,25
"2996",153751188,9,70
"2997",153751188,10,170
"2998",153751188,11,290
"2999",153751188,12,330
"3000",153751188,13,340
"3001",153751188,14,350
"3002",153751188,15,330
"3003",153751188,16,360
"3004",153751188,17,355
"3005",153751188,18,305
"3006",153751188,19,120
"3007",153751188,20,20
"3008",153751188,21,10
"3009",153751188,NA,405
"3010",153751191,5,5
"3011",153751191,6,25
"3012",153751191,7,30
"3013",153751191,8,25
"3014",153751191,9,90
"3015",153751191,10,175
"3016",153751191,11,305
